ZN,INDUS,CHAS,NOX,RM,AGE,DIS,PTRATIO,B,LSTAT,CRT_COMBO,MEDV
0.5608592760622972,-1.2848398839684616,0.0,-0.14421743255530314,0.41385055215014427,-0.1186427031556197,0.14021360349292905,-1.4590003802772022,0.6837670804104115,-1.0821048708014391,-0.7913591924126587,24.0
-0.5339520476000873,-0.5877982171507811,0.0,-0.7402622069004932,0.1941931584611841,0.37115568855491343,0.5571598750882428,-0.30309414801650153,0.6837670804104115,-0.5001650121020872,-0.8602776494257334,21.6
-0.5339520476000873,-0.5877982171507811,0.0,-0.7402622069004932,1.2839220466323886,-0.2652247035945384,0.5571598750882428,-0.30309414801650153,0.5380222118616869,-1.214999790456339,-0.8602792271951925,34.7
-0.5339520476000873,-1.3038767362134822,0.0,-0.8352838375932041,1.0171952114386522,-0.812225827183674,1.0777366189304816,0.11303209559735014,0.6024794018832363,-1.3674792245866982,-0.8603643997113039,33.4
-0.5339520476000873,-1.3038767362134822,0.0,-0.8352838375932041,1.2297208715662826,-0.5119114848210112,1.0777366189304816,0.11303209559735014,0.6837670804104115,-1.2108031087830264,-0.8574707705234496,36.2
-0.5339520476000873,-1.3038767362134822,0.0,-0.8352838375932041,0.2070302788715771,-0.35102880141244197,1.0777366189304816,0.11303209559735014,0.584216531377131,-1.0499303113060423,-0.8605631986631411,28.7
0.22633359383212415,-0.470648357181423,0.0,-0.26515405343693593,-0.389182646855601,-0.06859031276184291,0.839243922020929,-1.505236629567631,0.6372146653948498,-0.03992892192880185,-0.5910011725416029,22.9
0.22633359383212415,-0.470648357181423,0.0,-0.26515405343693593,-0.16096717289304469,0.9860850562498887,1.024637886132401,-1.505236629567631,0.6837670804104115,0.9001277728932279,-0.5865629070533618,27.1
0.22633359383212415,-0.470648357181423,0.0,-0.26515405343693593,-0.9326207442289369,1.1255167152039824,1.0871964647915542,-1.505236629567631,0.31600300178746266,2.4081353875035676,-0.5813018347922384,16.5
0.22633359383212415,-0.470648357181423,0.0,-0.26515405343693593,-0.4005934205537288,0.6214176405237989,1.3296347255527103,-1.505236629567631,0.31886776578841985,0.6133545252168651,-0.5845520398778327,18.9
0.22633359383212415,-0.470648357181423,0.0,-0.26515405343693593,0.13143390312148048,0.9217319828864612,1.2129791389041071,-1.505236629567631,0.5269212513579755,1.0819839787367755,-0.5802250071364529,15.0
0.22633359383212415,-0.470648357181423,0.0,-0.26515405343693593,-0.39346168699239786,0.5141625182514195,1.1559348422544233,-1.505236629567631,0.6837670804104115,0.07757816492395186,-0.5886992069008834,18.9
0.22633359383212415,-0.470648357181423,0.0,-0.26515405343693593,-0.5646232924643151,-1.055337437667734,0.7871434644142177,-1.505236629567631,0.45458596033379334,0.4189082743533796,-0.5905680748251002,21.7
